,Date,Open,High,Low,Close,Adj Close,Volume,Symbol
3,2024-02-29,173.00999450683594,177.22000122070312,172.85000610351562,176.75999450683594,176.75999450683594,53805400,AMZN
4,2024-03-01,176.75,178.72999572753906,176.07000732421875,178.22000122070312,178.22000122070312,31956200,AMZN
5,2024-03-04,177.52999877929688,180.13999938964844,177.49000549316406,177.5800018310547,177.5800018310547,37381500,AMZN
6,2024-03-05,176.92999267578125,176.92999267578125,173.3000030517578,174.1199951171875,174.1199951171875,37228300,AMZN
7,2024-03-06,175.5399932861328,176.4600067138672,173.25999450683594,173.50999450683594,173.50999450683594,32090900,AMZN
8,2024-03-07,174.8300018310547,177.99000549316406,173.72000122070312,176.82000732421875,176.82000732421875,34063300,AMZN
9,2024-03-08,176.44000244140625,178.7899932861328,174.3300018310547,175.35000610351562,175.35000610351562,37853500,AMZN
10,2024-03-11,174.30999755859375,174.47000122070312,171.47000122070312,171.9600067138672,171.9600067138672,28484800,AMZN
11,2024-03-12,173.5,176.75999450683594,171.97999572753906,175.38999938964844,175.38999938964844,36610600,AMZN
12,2024-03-13,175.89999389648438,177.6199951171875,175.5500030517578,176.55999755859375,176.55999755859375,30772600,AMZN
13,2024-03-14,177.69000244140625,179.52999877929688,176.47000122070312,178.75,178.75,43705800,AMZN
14,2024-03-15,176.63999938964844,177.92999267578125,173.89999389648438,174.4199981689453,174.4199981689453,72115500,AMZN
15,2024-03-18,175.8000030517578,176.69000244140625,174.27999877929688,174.47999572753906,174.47999572753906,31250700,AMZN
16,2024-03-19,174.22000122070312,176.08999633789062,173.52000427246094,175.89999389648438,175.89999389648438,26880900,AMZN
17,2024-03-20,176.13999938964844,178.52999877929688,174.63999938964844,178.14999389648438,178.14999389648438,29947200,AMZN
18,2024-03-21,179.99000549316406,181.4199981689453,178.14999389648438,178.14999389648438,178.14999389648438,32824300,AMZN
19,2024-03-22,177.75,179.25999450683594,176.75,178.8699951171875,178.8699951171875,27964100,AMZN
20,2024-03-25,178.00999450683594,180.99000549316406,177.24000549316406,179.7100067138672,179.7100067138672,29815500,AMZN
0,2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,181.16000366210938,40867400,AAPL
1,2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,182.6300048828125,54318900,AAPL
2,2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,181.4199981689453,48953900,AAPL
3,2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,180.75,136682600,AAPL
4,2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.66000366210938,73488000,AAPL
5,2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,175.10000610351562,81510100,AAPL
6,2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,170.1199951171875,95132400,AAPL
7,2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,169.1199951171875,68587700,AAPL
8,2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,169.0,71765100,AAPL
9,2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.72999572753906,76114600,AAPL
10,2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.75,60139500,AAPL
11,2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,173.22999572753906,59825400,AAPL
12,2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,171.1300048828125,52488700,AAPL
13,2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,173.0,72913500,AAPL
14,2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.6199951171875,121664700,AAPL
15,2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.72000122070312,75604200,AAPL
16,2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,176.0800018310547,55215200,AAPL
17,2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.6699981689453,53423100,AAPL
18,2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,171.3699951171875,106181300,AAPL
19,2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,172.27999877929688,71106600,AAPL
20,2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.85000610351562,54288300,AAPL
0,2024-02-26,797.0,806.4600219726562,785.0499877929688,790.9199829101562,790.8828735351562,50397300,NVDA
1,2024-02-27,793.8099975585938,794.7999877929688,771.6199951171875,787.010009765625,786.9730834960938,39170500,NVDA
2,2024-02-28,776.2000122070312,789.3300170898438,771.25,776.6300048828125,776.5935668945312,39311000,NVDA
3,2024-02-29,790.9400024414062,799.9000244140625,783.5,791.1199951171875,791.0828857421875,50728900,NVDA
4,2024-03-01,800.0,823.0,794.3499755859375,822.7899780273438,822.7514038085938,47677700,NVDA
5,2024-03-04,841.2999877929688,876.9500122070312,837.1900024414062,852.3699951171875,852.3300170898438,61561600,NVDA
6,2024-03-05,852.7000122070312,860.969970703125,834.1699829101562,859.6400146484375,859.6400146484375,52063900,NVDA
7,2024-03-06,880.219970703125,897.239990234375,870.2999877929688,887.0,887.0,58252000,NVDA
8,2024-03-07,901.5800170898438,927.6699829101562,896.02001953125,926.6900024414062,926.6900024414062,60811900,NVDA
9,2024-03-08,951.3800048828125,974.0,865.0599975585938,875.280029296875,875.280029296875,113299600,NVDA
10,2024-03-11,864.2899780273438,887.969970703125,841.6599731445312,857.739990234375,857.739990234375,67836400,NVDA
11,2024-03-12,880.489990234375,919.5999755859375,861.5,919.1300048828125,919.1300048828125,66807500,NVDA
12,2024-03-13,910.5499877929688,915.0399780273438,884.3499755859375,908.8800048828125,908.8800048828125,63571300,NVDA
13,2024-03-14,895.77001953125,906.4600219726562,866.0,879.4400024414062,879.4400024414062,60231800,NVDA
14,2024-03-15,869.2999877929688,895.4600219726562,862.5700073242188,878.3699951171875,878.3699951171875,64019300,NVDA
15,2024-03-18,903.8800048828125,924.0499877929688,870.8499755859375,884.5499877929688,884.5499877929688,66897600,NVDA
16,2024-03-19,867.0,905.4400024414062,850.0999755859375,893.97998046875,893.97998046875,67217100,NVDA
17,2024-03-20,897.969970703125,904.0999755859375,882.22998046875,903.719970703125,903.719970703125,47906300,NVDA
18,2024-03-21,923.0,926.47998046875,904.0499877929688,914.3499755859375,914.3499755859375,48037200,NVDA
19,2024-03-22,911.4099731445312,947.780029296875,908.3400268554688,942.8900146484375,942.8900146484375,58521500,NVDA
20,2024-03-25,939.4099731445312,967.6599731445312,935.0999755859375,950.02001953125,950.02001953125,55213600,NVDA
0,2024-02-26,483.4700012207031,486.1400146484375,480.6000061035156,481.739990234375,481.739990234375,12101400,META
1,2024-02-27,479.9800109863281,487.2699890136719,479.9200134277344,487.04998779296875,487.04998779296875,10809600,META
2,2024-02-28,485.0,491.04998779296875,482.75,484.0199890136719,484.0199890136719,12715500,META
3,2024-02-29,488.44000244140625,491.70001220703125,482.6099853515625,490.1300048828125,490.1300048828125,17732000,META
4,2024-03-01,492.1099853515625,504.25,491.8500061035156,502.29998779296875,502.29998779296875,16273600,META
5,2024-03-04,503.0,504.4200134277344,496.4200134277344,498.19000244140625,498.19000244140625,12324100,META
6,2024-03-05,495.0,495.5799865722656,487.8900146484375,490.2200012207031,490.2200012207031,15325300,META
7,2024-03-06,497.6300048828125,502.9700012207031,494.2900085449219,496.0899963378906,496.0899963378906,11757900,META
8,2024-03-07,503.2799987792969,519.8499755859375,501.3800048828125,512.1900024414062,512.1900024414062,18586400,META
9,2024-03-08,514.1900024414062,523.5700073242188,499.3500061035156,505.95001220703125,505.95001220703125,18575200,META
10,2024-03-11,497.010009765625,497.32000732421875,476.0,483.5899963378906,483.5899963378906,20428300,META
11,2024-03-12,493.260009765625,502.30999755859375,484.7300109863281,499.75,499.75,15448200,META
12,2024-03-13,495.3900146484375,500.9800109863281,491.0299987792969,495.57000732421875,495.57000732421875,12090700,META
13,2024-03-14,500.260009765625,501.3500061035156,488.1600036621094,491.8299865722656,491.8299865722656,12620000,META
14,2024-03-15,489.010009765625,491.8299865722656,481.29998779296875,484.1000061035156,484.1000061035156,29141700,META
15,2024-03-18,491.9100036621094,497.4200134277344,486.80999755859375,496.9800109863281,496.9800109863281,11755300,META
16,2024-03-19,488.1700134277344,496.6300048828125,481.2799987792969,496.239990234375,496.239990234375,10903100,META
17,2024-03-20,499.5,508.20001220703125,495.1700134277344,505.5199890136719,505.5199890136719,11711100,META
18,2024-03-21,514.7100219726562,515.0399780273438,506.010009765625,507.760009765625,507.760009765625,9712500,META
19,2024-03-22,507.0,509.9700012207031,504.3399963378906,509.5799865722656,509.5799865722656,8117000,META
20,2024-03-25,505.7900085449219,507.2200012207031,500.239990234375,503.0199890136719,503.0199890136719,8380600,META
0,2024-02-26,185.60000610351562,186.1300048828125,184.05999755859375,184.1300048828125,184.1300048828125,4620800,IBM
1,2024-02-27,184.16000366210938,185.1300048828125,182.6199951171875,184.8699951171875,184.8699951171875,3641400,IBM
2,2024-02-28,184.6300048828125,185.3699951171875,183.5500030517578,185.3000030517578,185.3000030517578,3216300,IBM
3,2024-02-29,186.14999389648438,186.85000610351562,184.69000244140625,185.02999877929688,185.02999877929688,6458500,IBM
4,2024-03-01,185.49000549316406,188.3800048828125,185.17999267578125,188.1999969482422,188.1999969482422,4017300,IBM
5,2024-03-04,187.75999450683594,193.89999389648438,187.60000610351562,193.05999755859375,193.05999755859375,7938300,IBM
6,2024-03-05,192.0,193.94000244140625,190.57000732421875,191.9499969482422,191.9499969482422,5653600,IBM
7,2024-03-06,193.5,198.1300048828125,192.9600067138672,196.16000366210938,196.16000366210938,6945800,IBM
8,2024-03-07,197.5800018310547,198.72999572753906,196.13999938964844,196.5399932861328,196.5399932861328,4604500,IBM
9,2024-03-08,196.05999755859375,197.77000427246094,194.3800048828125,195.9499969482422,195.9499969482422,3942500,IBM
10,2024-03-11,195.08999633789062,195.3800048828125,190.8800048828125,191.72999572753906,191.72999572753906,4725100,IBM
11,2024-03-12,192.4600067138672,199.17999267578125,192.14999389648438,197.77999877929688,197.77999877929688,5880100,IBM
12,2024-03-13,197.5500030517578,198.10000610351562,195.32000732421875,196.6999969482422,196.6999969482422,3993300,IBM
13,2024-03-14,196.9499969482422,197.75,192.1199951171875,193.42999267578125,193.42999267578125,4109600,IBM
14,2024-03-15,191.99000549316406,193.05999755859375,190.6999969482422,191.07000732421875,191.07000732421875,8827900,IBM
15,2024-03-18,191.6999969482422,193.22999572753906,190.32000732421875,191.69000244140625,191.69000244140625,5410600,IBM
16,2024-03-19,191.49000549316406,193.5800018310547,190.27999877929688,193.33999633789062,193.33999633789062,5317300,IBM
17,2024-03-20,192.8699951171875,193.97999572753906,191.30999755859375,193.9600067138672,193.9600067138672,3238600,IBM
18,2024-03-21,193.0,193.3699951171875,190.00999450683594,191.89999389648438,191.89999389648438,6013600,IBM
19,2024-03-22,192.0,192.99000549316406,190.50999450683594,190.83999633789062,190.83999633789062,3987700,IBM
20,2024-03-25,190.25999450683594,190.82000732421875,188.75,188.7899932861328,188.7899932861328,3718300,IBM
0,2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,407.5400085449219,16193500,MSFT
1,2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,407.4800109863281,407.4800109863281,14835800,MSFT
2,2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,407.7200012207031,407.7200012207031,13183100,MSFT
3,2024-02-29,408.6400146484375,414.20001220703125,405.9200134277344,413.6400146484375,413.6400146484375,31947300,MSFT
4,2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,415.5,415.5,17800300,MSFT
5,2024-03-04,413.44000244140625,417.3500061035156,412.32000732421875,414.9200134277344,414.9200134277344,17596000,MSFT
6,2024-03-05,413.9599914550781,414.25,400.6400146484375,402.6499938964844,402.6499938964844,26919200,MSFT
7,2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,402.0899963378906,22344100,MSFT
8,2024-03-07,406.1199951171875,409.7799987792969,402.239990234375,409.1400146484375,409.1400146484375,18718500,MSFT
9,2024-03-08,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,406.2200012207031,17971700,MSFT
10,2024-03-11,403.760009765625,405.67999267578125,401.260009765625,404.5199890136719,404.5199890136719,16120800,MSFT
11,2024-03-12,407.6199951171875,415.57000732421875,406.7900085449219,415.2799987792969,415.2799987792969,22457000,MSFT
12,2024-03-13,418.1000061035156,418.17999267578125,411.45001220703125,415.1000061035156,415.1000061035156,17115900,MSFT
13,2024-03-14,420.239990234375,427.82000732421875,417.989990234375,425.2200012207031,425.2200012207031,34157300,MSFT
14,2024-03-15,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,416.4200134277344,45049800,MSFT
15,2024-03-18,414.25,420.7300109863281,413.7799987792969,417.32000732421875,417.32000732421875,20106000,MSFT
16,2024-03-19,417.8299865722656,421.6700134277344,415.54998779296875,421.4100036621094,421.4100036621094,19837900,MSFT
17,2024-03-20,422.0,425.9599914550781,420.6600036621094,425.2300109863281,425.2300109863281,17860100,MSFT
18,2024-03-21,429.8299865722656,430.82000732421875,427.1600036621094,429.3699951171875,429.3699951171875,21296200,MSFT
19,2024-03-22,429.70001220703125,429.8599853515625,426.07000732421875,428.739990234375,428.739990234375,17636500,MSFT
20,2024-03-25,425.239990234375,427.4100036621094,421.6099853515625,422.8599853515625,422.8599853515625,18060500,MSFT
0,2024-02-26,110.77999877929688,111.4800033569336,110.05000305175781,110.58999633789062,110.58999633789062,2858000,BIDU
1,2024-02-27,112.06999969482422,114.11000061035156,111.41000366210938,112.36000061035156,112.36000061035156,6067700,BIDU
2,2024-02-28,107.8499984741211,108.08999633789062,103.25,103.30999755859375,103.30999755859375,11392200,BIDU
3,2024-02-29,103.06999969482422,104.0,100.8499984741211,101.33000183105469,101.33000183105469,7489300,BIDU
4,2024-03-01,102.5,104.75,102.5,104.0199966430664,104.0199966430664,3761600,BIDU
5,2024-03-04,103.0,103.05000305175781,100.36000061035156,100.72000122070312,100.72000122070312,4629300,BIDU
6,2024-03-05,98.61000061035156,100.30000305175781,98.16000366210938,98.25,98.25,3789800,BIDU
7,2024-03-06,100.05000305175781,100.88999938964844,99.13999938964844,99.37999725341797,99.37999725341797,3788500,BIDU
8,2024-03-07,98.77999877929688,98.87999725341797,96.58000183105469,97.80999755859375,97.80999755859375,3646400,BIDU
9,2024-03-08,98.20999908447266,99.7699966430664,97.98999786376953,98.2699966430664,98.2699966430664,2322300,BIDU
10,2024-03-11,100.30000305175781,102.51000213623047,100.06999969482422,101.29000091552734,101.29000091552734,3297700,BIDU
11,2024-03-12,103.23999786376953,105.55000305175781,102.5999984741211,105.2699966430664,105.2699966430664,4533200,BIDU
12,2024-03-13,108.0,111.0199966430664,107.80999755859375,107.88999938964844,107.88999938964844,4797400,BIDU
13,2024-03-14,106.12000274658203,106.2699966430664,103.81999969482422,104.63999938964844,104.63999938964844,2693000,BIDU
14,2024-03-15,103.94000244140625,104.94999694824219,103.62000274658203,103.86000061035156,103.86000061035156,1965900,BIDU
15,2024-03-18,104.1500015258789,105.33000183105469,103.91000366210938,104.7699966430664,104.7699966430664,1673000,BIDU
16,2024-03-19,104.0,104.2699966430664,102.70999908447266,104.16999816894531,104.16999816894531,1541800,BIDU
17,2024-03-20,104.72000122070312,105.30999755859375,102.7699966430664,103.88999938964844,103.88999938964844,2428200,BIDU
18,2024-03-21,103.58000183105469,103.69999694824219,101.6500015258789,101.69999694824219,101.69999694824219,2564200,BIDU
19,2024-03-22,105.68000030517578,105.69999694824219,101.33000183105469,102.18000030517578,102.18000030517578,6088900,BIDU
20,2024-03-25,104.33000183105469,105.98999786376953,102.01000213623047,105.66000366210938,105.66000366210938,6544800,BIDU
0,2024-02-26,295.5899963378906,303.8299865722656,295.0,300.3900146484375,299.9981384277344,8719300,CRM
1,2024-02-27,301.5799865722656,301.75,296.6000061035156,299.5,299.1092834472656,6178800,CRM
2,2024-02-28,299.5799865722656,300.8800048828125,296.6099853515625,299.7699890136719,299.37890625,12490800,CRM
3,2024-02-29,300.0,310.5400085449219,294.7900085449219,308.82000732421875,308.4171447753906,21737800,CRM
4,2024-03-01,307.0,318.7099914550781,306.6199951171875,316.8800048828125,316.46661376953125,9450200,CRM
5,2024-03-04,314.57000732421875,317.6499938964844,313.5400085449219,314.6400146484375,314.22955322265625,9350000,CRM
6,2024-03-05,311.30999755859375,312.54998779296875,296.1400146484375,298.75,298.3602600097656,9015300,CRM
7,2024-03-06,304.6499938964844,305.8900146484375,302.739990234375,303.7699890136719,303.3736877441406,8270000,CRM
8,2024-03-07,306.0,306.7699890136719,301.75,302.4200134277344,302.0254821777344,6788900,CRM
9,2024-03-08,302.20001220703125,308.8699951171875,302.20001220703125,305.2799987792969,304.8817443847656,4849800,CRM
10,2024-03-11,302.6400146484375,307.6099853515625,300.25,306.0,305.6007995605469,4895500,CRM
11,2024-03-12,306.7099914550781,309.0400085449219,303.8699951171875,306.6199951171875,306.2200012207031,4832000,CRM
12,2024-03-13,305.0,307.7300109863281,303.1099853515625,304.67999267578125,304.67999267578125,5548800,CRM
13,2024-03-14,305.0,309.489990234375,302.0,303.32000732421875,303.32000732421875,4828800,CRM
14,2024-03-15,298.9599914550781,300.04998779296875,293.7699890136719,294.3299865722656,294.3299865722656,11884500,CRM
15,2024-03-18,299.6199951171875,300.9700012207031,296.0199890136719,300.510009765625,300.510009765625,5240500,CRM
16,2024-03-19,298.17999267578125,301.7699890136719,296.6199951171875,301.45001220703125,301.45001220703125,3329900,CRM
17,2024-03-20,301.9700012207031,307.0199890136719,300.69000244140625,306.0799865722656,306.0799865722656,4946600,CRM
18,2024-03-21,307.94000244140625,311.79998779296875,306.3500061035156,308.3900146484375,308.3900146484375,6083900,CRM
19,2024-03-22,309.32000732421875,310.2300109863281,306.6499938964844,307.7699890136719,307.7699890136719,3779000,CRM
20,2024-03-25,303.70001220703125,307.7099914550781,302.5400085449219,306.05999755859375,306.05999755859375,4141200,CRM
0,2024-02-26,192.2899932861328,201.77999877929688,192.0,199.39999389648438,199.39999389648438,111747100,TSLA
1,2024-02-27,204.0399932861328,205.60000610351562,198.25999450683594,199.72999572753906,199.72999572753906,108645400,TSLA
2,2024-02-28,200.4199981689453,205.3000030517578,198.44000244140625,202.0399932861328,202.0399932861328,99806200,TSLA
3,2024-02-29,204.17999267578125,205.27999877929688,198.4499969482422,201.8800048828125,201.8800048828125,85907000,TSLA
4,2024-03-01,200.52000427246094,204.52000427246094,198.5,202.63999938964844,202.63999938964844,82099200,TSLA
5,2024-03-04,198.72999572753906,199.75,186.72000122070312,188.13999938964844,188.13999938964844,134334900,TSLA
6,2024-03-05,183.0500030517578,184.58999633789062,177.57000732421875,180.74000549316406,180.74000549316406,119660800,TSLA
7,2024-03-06,179.99000549316406,181.5800018310547,173.6999969482422,176.5399932861328,176.5399932861328,107920900,TSLA
8,2024-03-07,174.35000610351562,180.0399932861328,173.6999969482422,178.64999389648438,178.64999389648438,102129000,TSLA
9,2024-03-08,181.5,182.72999572753906,174.6999969482422,175.33999633789062,175.33999633789062,85315300,TSLA
10,2024-03-11,175.4499969482422,182.8699951171875,174.8000030517578,177.77000427246094,177.77000427246094,85391500,TSLA
11,2024-03-12,177.77000427246094,179.42999267578125,172.41000366210938,177.5399932861328,177.5399932861328,87391700,TSLA
12,2024-03-13,173.0500030517578,176.0500030517578,169.14999389648438,169.47999572753906,169.47999572753906,106524500,TSLA
13,2024-03-14,167.77000427246094,171.1699981689453,160.50999450683594,162.5,162.5,126325700,TSLA
14,2024-03-15,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,163.57000732421875,96971900,TSLA
15,2024-03-18,170.02000427246094,174.72000122070312,165.89999389648438,173.8000030517578,173.8000030517578,108214400,TSLA
16,2024-03-19,172.36000061035156,172.82000732421875,167.4199981689453,171.32000732421875,171.32000732421875,77271400,TSLA
17,2024-03-20,173.0,176.25,170.82000732421875,175.66000366210938,175.66000366210938,83846700,TSLA
18,2024-03-21,176.38999938964844,178.17999267578125,171.8000030517578,172.82000732421875,172.82000732421875,73178000,TSLA
19,2024-03-22,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,170.8300018310547,75454700,TSLA
20,2024-03-25,168.75999450683594,175.24000549316406,168.72999572753906,172.6300048828125,172.6300048828125,74228600,TSLA
0,2024-02-26,58.040000915527344,59.15999984741211,57.42399978637695,57.779998779296875,57.779998779296875,4527700,TWLO
1,2024-02-27,58.099998474121094,58.18000030517578,56.9109992980957,57.7599983215332,57.7599983215332,4583000,TWLO
2,2024-02-28,57.52000045776367,60.470001220703125,57.099998474121094,59.75,59.75,5132900,TWLO
3,2024-02-29,60.189998626708984,60.849998474121094,59.20000076293945,59.59000015258789,59.59000015258789,4492900,TWLO
4,2024-03-01,59.310001373291016,60.4900016784668,58.83000183105469,60.400001525878906,60.400001525878906,2578700,TWLO
5,2024-03-04,60.279998779296875,60.361000061035156,58.96500015258789,60.22999954223633,60.22999954223633,2149400,TWLO
6,2024-03-05,59.0099983215332,59.20000076293945,55.970001220703125,56.65999984741211,56.65999984741211,5930200,TWLO
7,2024-03-06,57.56999969482422,58.58000183105469,56.54999923706055,58.560001373291016,58.560001373291016,4814600,TWLO
8,2024-03-07,59.0,61.35499954223633,58.689998626708984,61.15999984741211,61.15999984741211,4960700,TWLO
9,2024-03-08,61.41999816894531,63.09000015258789,61.3650016784668,61.86000061035156,61.86000061035156,3697200,TWLO
10,2024-03-11,61.689998626708984,63.02000045776367,61.23500061035156,61.91999816894531,61.91999816894531,2816100,TWLO
11,2024-03-12,62.59000015258789,62.849998474121094,61.75,62.209999084472656,62.209999084472656,2460900,TWLO
12,2024-03-13,61.81999969482422,63.2599983215332,61.75,62.29999923706055,62.29999923706055,2392900,TWLO
13,2024-03-14,62.029998779296875,62.77000045776367,60.54499816894531,60.88999938964844,60.88999938964844,2741400,TWLO
14,2024-03-15,60.459999084472656,61.029998779296875,59.619998931884766,59.65999984741211,59.65999984741211,4009600,TWLO
15,2024-03-18,59.7400016784668,61.18000030517578,59.59000015258789,60.709999084472656,60.709999084472656,2784100,TWLO
16,2024-03-19,59.86000061035156,61.88999938964844,59.75,61.59000015258789,61.59000015258789,2852100,TWLO
17,2024-03-20,61.349998474121094,62.255001068115234,61.099998474121094,61.90999984741211,61.90999984741211,2188100,TWLO
18,2024-03-21,62.13999938964844,62.68000030517578,61.51499938964844,61.540000915527344,61.540000915527344,2781500,TWLO
19,2024-03-22,61.380001068115234,61.84000015258789,61.02000045776367,61.56999969482422,61.56999969482422,2066400,TWLO
20,2024-03-25,61.349998474121094,62.83000183105469,61.349998474121094,62.27000045776367,62.27000045776367,2125800,TWLO
0,2024-02-26,23.030000686645508,23.8799991607666,22.940000534057617,23.559999465942383,23.559999465942383,46499500,PLTR
1,2024-02-27,23.760000228881836,24.6200008392334,23.719999313354492,24.530000686645508,24.530000686645508,64967400,PLTR
2,2024-02-28,24.520000457763672,24.84000015258789,24.2450008392334,24.420000076293945,24.420000076293945,47314000,PLTR
3,2024-02-29,24.809999465942383,25.292999267578125,24.360000610351562,25.079999923706055,25.079999923706055,62753300,PLTR
4,2024-03-01,25.299999237060547,25.690000534057617,24.53499984741211,24.93000030517578,24.93000030517578,63090500,PLTR
5,2024-03-04,24.399999618530273,24.579999923706055,23.530000686645508,24.040000915527344,24.040000915527344,64320000,PLTR
6,2024-03-05,23.959999084472656,24.409000396728516,23.43000030517578,23.809999465942383,23.809999465942383,49542300,PLTR
7,2024-03-06,25.75,26.75,24.530000686645508,26.15999984741211,26.15999984741211,207386900,PLTR
8,2024-03-07,27.010000228881836,27.5,26.3799991607666,26.459999084472656,26.459999084472656,117519300,PLTR
9,2024-03-08,27.190000534057617,27.280000686645508,25.809999465942383,26.040000915527344,26.040000915527344,83969300,PLTR
10,2024-03-11,25.889999389648438,26.829999923706055,25.290000915527344,25.350000381469727,25.350000381469727,60829300,PLTR
11,2024-03-12,25.56999969482422,25.639999389648438,24.350000381469727,24.700000762939453,24.700000762939453,75202600,PLTR
12,2024-03-13,24.700000762939453,25.440000534057617,24.600000381469727,25.0,25.0,59713000,PLTR
13,2024-03-14,24.829999923706055,24.969999313354492,24.139999389648438,24.43000030517578,24.43000030517578,49214800,PLTR
14,2024-03-15,23.850000381469727,24.100000381469727,23.420000076293945,23.489999771118164,23.489999771118164,61270500,PLTR
15,2024-03-18,23.770000457763672,24.18000030517578,23.31999969482422,24.0,24.0,44083000,PLTR
16,2024-03-19,23.5,23.829999923706055,22.920000076293945,23.799999237060547,23.799999237060547,43247200,PLTR
17,2024-03-20,23.770000457763672,24.649999618530273,23.670000076293945,24.56999969482422,24.56999969482422,40273800,PLTR
